;Adresse;CP;Ville;Nutella;Riz;Pates;Beurre;Caprice des dieux;Papier toilette;Pain de mie
0; 1 Avenue Des Genets;98000;Monaco ;5.41;2.09;;;3.5;2.26;1.55
1; 1 Avenue Du Canada Cc Alma;35200;Rennes ;4.57;1.45;1.55;2.26;2.7;1.79;1.05
2; 1 Avenue Du General De Gaulle;56400;Auray ;4.65;1.65;1.45;2.45;2.99;2.15;1.25
3; 1 Avenue Du General Sarrail;75016;Paris ;4.6;1.65;1.59;2.35;3.25;2.39;1.35
4; 1 Avenue Jacques Anquetil Cc Les Olympiades;95190;Goussainville ;;1.59;1.59;2.25;2.99;2.15;1.35
5; 1 Avenue Mendes France;33340;Lesparre-Médoc ;4.6;1.59;1.55;2.29;2.99;2.15;1.25
6; 1 Bis Rue Cantelaude;33990;Hourtin ;4.65;1.65;1.59;;2.99;2.29;1.29
7; 1 Boulevard Beaucerf;62200;Boulogne-sur-Mer ;5.28;2.19;1.86;;3.35;;
8; 1 Boulevard Des Alpes;38240;Meylan ;;1.59;1.59;;;1.99;1.25
9; 1 Boulevard Du Marechal Juin Cc Cote De Nacre;14000;Caen ;4.6;1.59;1.55;2.45;2.89;2.15;1.35
10; 1 Boulevard Mutuel;72000;Le Mans ;5.19;;2.1;;3.26;2.25;
11; 1 Chemin De Geles Avenue De Soulac;33320;Le Taillan-Médoc ;4.65;1.59;1.43;;2.95;2.09;1.25
12; 1 Chemin De La Roseraie Cc Chateau Roussillon;66000;Perpignan ;4.6;1.65;1.59;;2.99;;1.35
13; 1 Chemin Du Marais;80480;Pont-de-Metz ;5.01;2.07;1.76;2.87;3.07;2.13;1.28
14; 1 Chemin Grange Neuve;38790;Diémoz ;4.99;1.96;1.91;;3.08;;
15; 1 Cote Des Auges Lieudit Le Gros Saule;95180;Menucourt ;4.65;1.59;1.45;;2.99;2.15;
16; 1 Montee Roy;69270;Fontaines-sur-Saône ;4.65;1.59;1.59;;2.99;2.15;1.29
17; 1 Pl Des Marronniers;31700;Blagnac ;;1.9;2.02;;;;1.39
18; 1 Place J Spire-Lemaitre Rue Des Pommiers;94300;Vincennes ;4.79;;1.59;;2.99;2.29;1.35
19; 1 Place Jean-Baptiste Durand Marche Couvert;47000;Agen ;4.97;1.9;2.02;2.5;2.99;2.15;1.29
20; 1 Place Moreau David;94120;Fontenay-sous-Bois ;6.06;;2.32;;3.92;2.51;1.72
21; 1 Route De Mondorf;57100;Manom ;4.65;1.59;1.55;2.21;2.95;1.99;1.25
22; 1 Rue Albert Sarraut;78000;Versailles ;5.39;1.85;1.99;;3.19;2.5;1.35
23; 1 Rue Bonne Chauffe;17520;Archiac ;4.97;1.9;2.02;;2.99;2.15;1.29
24; 1 Rue De Champagne;61200;Argentan ;4.65;1.59;1.39;2.45;;1.99;1.25
25; 1 Rue De L'ile De France;78711;Mantes-la-Ville ;4.99;1.88;2.04;2.61;3.13;2.17;1.3
26; 1 Rue De La Charite Saint Epvre;54000;Nancy ;5.85;;1.9;3.39;3.6;2.75;1.45
27; 1 Rue De La Maison Coupee Zac Du Patis;86000;Poitiers ;5.01;2.14;1.8;;3.14;2.29;1.41
28; 1 Rue Denis Papin;61000;Alençon ;4.65;1.59;1.39;;2.99;2.09;1.25
29; 1 Rue Des Abattoirs;38120;Saint-Égrève ;;1.59;1.59;;2.99;1.99;1.35
30; 1 Rue Des Tourneurs;31000;Toulouse ;5.68;2.07;2.2;;;2.45;1.58
31; 1 Rue Du Fort;57420;Verny ;5.15;1.79;1.9;2.79;2.99;2.4;1.29
32; 1 Rue Du General Duport;67170;Brumath ;5.65;1.95;2.1;;;2.65;
33; 1 Rue Du Grenier A Sel;45000;Orléans ;5.09;2.16;1.84;;;;1.29
34; 1 Rue Du Moulin;29730;Guilvinec ;4.99;2.14;1.8;;;2.29;
35; 1 Rue Du Pont Neuf;91160;Saulx-les-Chartreux ;4.65;;1.59;2.21;;2.29;1.25
36; 1 Rue Duguay Trouin Chavy;41000;Blois ;4.65;1.59;1.39;2.21;2.95;1.99;1.25
37; 1 Rue Frederic Chaplet;53240;Andouillé ;4.99;2.14;1.8;;;2.29;1.26
38; 1 Rue Frederic Sauvage;13500;Martigues ;4.65;1.59;1.68;2.55;2.99;2.29;1.35
39; 1 Rue Goffin;55400;Étain ;5.5;1.89;;2.99;3.3;;1.39
40; 1 Rue Haxo;75020;Paris ;5.54;;2.16;;3.66;2.32;1.64
41; 1 Rue Jules Verne Rn 12;22360;Langueux ;4.6;;1.55;2.39;2.89;1.99;1.25
42; 1 Rue La Quiniere;41000;Blois ;4.65;1.49;1.45;2.21;;1.99;1.25
43; 1 Rue Lapierre;13100;Aix-en-Provence ;4.79;1.75;1.59;;2.99;2.29;1.45
44; 1 Rue Marcel Pignot;50550;Saint-Vaast-la-Hougue ;4.65;1.59;1.55;2.45;2.95;4.18;1.25
45; 1 Rue Paul Painleve;30000;Nîmes ;4.65;1.59;;;2.99;;1.25
46; 1 Rue St Pierre;80700;Roye ;5.13;2.14;1.82;;3.25;2.21;1.3
47; 1 Rue Tristan Bernard;25000;Besancon -T Bernard ;5.29;1.85;1.99;2.75;3.19;2.5;1.35
48; 1 Rue Vertiere;44119;Grandchamps Fontaine ;5.11;2.16;1.88;;3.13;2.34;
49; 1-11 Rue Auguste Piron Route D'angers;72100;Le Mans ;4.65;1.65;1.45;2.49;2.99;2.29;1.35
50; 1-3 Passage Des Vignes 192 Grande Rue;69600;Oullins ;4.65;;1.59;;2.99;2.15;
51; 1-3 Rue Notre Dame 17/19 Av Desambrois;06000;Nice ;4.75;1.65;1.65;;2.99;2.29;1.35
52; 1-5 Route De Nimes;30200;Bagnols-sur-Cèze ;4.65;;1.55;2.21;2.89;2.09;
53; 10 Avenue De La Gare;30700;Uzès ;5.19;1.97;1.96;;3.34;2.17;1.51
54; 10 Avenue Foreau;94440;Villecresnes ;5.32;1.88;2.04;;3.13;2.17;1.3
55; 10 Boulevard Lagal;82700;Montech ;5.53;2.07;2.2;2.8;3.48;;
56; 10 Place De La Liberte;78700;Conflans-Sainte-Honorine ;4.65;1.59;1.55;;2.99;2.15;1.25
57; 10 Place Du General Leclerc;80190;Nesle ;5.13;2.14;1.82;2.98;3.25;2.21;
58; 10 Rue Du Pont Bouchard;17240;St Genis Sainto ;5.53;2.07;2.2;;;;1.44
59; 10 Rue Du President Kennedy;42240;Unieux ;4.65;1.49;1.43;2.39;2.95;1.99;1.25
60; 10 Rue Gal-De-Gaulle;27600;Gaillon ;;2.07;2.2;;3.6;;
61; 10 Rue H. Barbusse;92300;Levallois-Perret ;5.54;2.03;2.16;;3.66;2.32;1.64
62; 10 Rue Louise;69003;Lyon ;5.14;1.97;;;;2.15;1.51
63; 10 Rue Saint Nicolas;54000;Nancy ;5.19;1.79;1.95;;3.2;;1.3
64; 10 Rue Westermeyer C.C. Quais D'ivry;94200;Ivry-sur-Seine ;;1.59;1.59;2.39;2.99;2.29;1.35
65; 10-13 Allee Du Bois Des Esquers;09110;Perles-et-Castelet ;4.97;1.9;1.84;2.5;2.99;2.1;
66; 10/12 Blvd M.Leclerc;31000;Toulouse ;5.1;1.9;;;3.18;2.2;1.39
67; 10/12r Port.Matheron;84000;Avignon ;5.26;2.01;2.03;2.95;3.38;2.2;1.52
68; 100-102 Rue De La Croix Nivert;75015;Paris ;5.76;2.03;;;3.66;;1.64
69; 1000 Rue D'arras;62810;Avesnes-Comte ;;1.59;1.59;2.45;2.99;2.15;1.25
70; 1000 Rue Jean Jaures;02230;Fresnoy-le-Grand ;4.65;1.49;1.59;2.45;2.99;2.09;1.25
71; 1004 Route D'uzes;30500;Saint-Ambroix ;4.65;1.59;;;2.99;2.29;1.25
72; 101 Avenue De La Marne;56000;Vannes ;4.6;1.49;1.55;2.39;2.89;1.99;1.25
73; 101 Avenue De La Republique;33450;Saint-Loubès ;4.65;1.59;1.55;;2.99;2.09;1.25
74; 101 Avenue Du 18 Avril;91200;Athis-Mons ;5.53;1.88;1.97;2.94;2.99;2.41;1.73
75; 101-103 Av. De Paris;94160;Saint-Mandé ;5.54;2.03;2.16;;3.66;2.32;1.64
76; 102 Avenue Du General Leclerc (Metro Alesia);75014;Paris ;;1.65;1.65;2.33;3.25;2.39;1.35
77; 102 Avenue Du General Leclerc Rue Fanny;54110;Dombasle-sur-Meurthe ;4.65;1.59;1.43;;2.99;;1.25
78; 102 Route D'albi;31200;Toulouse ;5.18;1.96;;;3.26;2.25;1.42
79; 102 Rue St Aubert;62000;Arras ;;2.24;;;;;
80; 102-104 Route De Blagnac 0;31200;Toulouse ;5.1;1.9;;2.58;2.99;;1.39
81; 103 Rue De Verdun;92150;Suresnes ;4.79;1.65;1.59;;3.19;2.29;1.35
82; 103-107 Rue Cheret;94000;Créteil ;;;;2.85;3.58;;
83; 105 Gde R. St Michel;31300;Toulouse ;5.1;1.9;;;3.18;2.2;1.39
84; 105route Du Polygone;67000;Strasb -Polygone ;;1.85;1.99;;2.99;2.5;1.35
85; 106 Avenue Jean Jaures;14270;Mezidon-Canon ;4.65;1.59;1.59;;2.99;2.15;1.25
86; 106 Rue De La Bergerie Zac Croix St Nicolas;54840;Gondreville ;4.99;1.75;1.9;;2.99;2.35;1.25
87; 106-108 Rue Du Point Du Jour;92100;Boulogne-Billancourt ;6.24;2.03;2.16;;3.66;2.32;1.64
88; 107 Boulevard Bara;13013;Marseille ;5.12;1.97;2.04;2.83;3.15;2.17;1.39
89; 107 Cours Emile Zola;69100;Villeurbanne ;5.26;2.01;1.98;2.95;3.38;2.2;1.52
90; 107 Rue Des Halles;37000;Tours ;5.09;2.16;;2.67;;2.32;1.27
91; 1075 Avenue De La Resistance;09200;Saint-Girons ;4.65;1.59;1.43;2.21;2.99;2.15;1.25
92; 1097 Avenue Des Landiers Cc Chamnord;73000;Chambéry ;;1.49;1.55;2.39;2.99;1.99;1.29
93; 11 Bd Auguste Comte;24100;Bergerac ;4.65;1.59;1.59;;2.99;2.15;1.25
94; 11 Bis Grande Rue St Michel;31400;Toulouse ;4.79;1.65;1.65;2.33;2.99;;1.39
95; 11 Boulevard Des Recollets;31400;Toulouse ;5.18;1.96;;2.64;3.26;;1.42
96; 11 Boulevard Marechal Fayolle;43000;Le Puy-en-Velay ;5.26;2.01;1.98;2.95;2.99;;1.52
97; 11 Place Charles De Gaulle 0;86000;Poitiers ;5.09;2.16;1.84;;3.1;;1.27
98; 11 Place De La Commanderie;54000;Nancy ;;1.95;2.1;;;2.75;
99; 11 Rue Alfred De Vigny;64400;Oloron-Sainte-Marie ;5.1;1.92;2.05;2.55;;2.2;1.32
100; 11 Rue De Bellevue;49630;Corne ;5.11;2.16;1.88;2.71;3.13;2.34;1.29
101; 11 Rue De L'orvanne;77250;Ecuelles ;4.65;1.59;1.55;2.21;2.95;1.99;1.25
102; 11 Rue Deloison;92200;Neuilly-sur-Seine ;;1.87;2.12;;;2.51;1.52
103; 11 Rue Jean Jaures;06400;Cannes ;5.26;2.01;2.03;2.95;2.99;2.2;
104; 11 Rue Nationale;57190;Florange ;4.65;1.59;1.55;2.21;2.99;4.18;1.25
105; 11 Rue Pasteur;38110;La Tour-du-Pin ;;1.96;1.91;2.76;3.08;2.12;1.33
106; 110 Avenue Marcel Haegelen Aeroport;18000;Bourges ;4.65;1.49;;2.21;2.99;2.15;1.25
107; 111 Rue Faubourg Bonnefoy;31500;Toulouse -Bonnefoy ;5.62;2.07;;;;;
108; 112 Avenue De Hambourg Cc Bonneveine;13008;Marseille ;4.6;1.59;1.59;2.05;;2.29;1.35
109; 112 Cours Charlemagne;69002;Lyon ;4.6;1.49;1.59;;2.99;;1.29
110; 113 Rue Du Haut Chemin;50710;Créances ;4.65;1.59;1.43;2.45;;;1.25
111; 113 Rue Isambard;27120;Pacy-sur-Eure ;4.65;1.65;1.59;2.45;2.99;2.29;1.29
112; 115 Chemin Fontales;82140;Saint-Antonin-Noble-Val ;4.87;1.87;1.99;2.45;;2.1;1.25
113; 115 Rue De Vaugirard;75015;Paris ;5.54;2.03;2.16;;3.66;2.32;1.64
114; 115-117 Rue Saint Antoine;75004;Paris -St Antoin 115 ;5.54;2.03;2.16;;3.66;2.32;1.64
115; 116 Grande Rue;67700;Saverne ;5.58;1.95;;;3.6;2.75;1.45
116; 119 Rue Du Couedic;29300;Quimperlé ;4.65;1.49;1.55;;2.89;1.79;1.25
117; 12 Avenue Henri Guillaumet;31500;Toulouse ;4.65;1.65;1.49;;2.99;4.3;1.29
118; 12 Cours Pierre Didier;26100;Romans-sur-Isère ;5.77;2.15;2.07;3.13;3.72;2.42;1.58
119; 12 Place Du Docteur Queinnec;56140;Malestroit ;5.14;2.16;1.84;;3.1;;
120; 12 Rue Arnoult Carrefour De L'europe;21700;Nuits-Saint-Georges ;4.65;1.59;1.39;2.21;2.95;2.09;1.25
121; 12 Rue Carnot;62480;Le Portel ;5.32;2.13;;;3.5;;1.4
122; 12 Rue De Chateaudun;75009;Paris ;5.54;;;;3.66;2.32;1.64
123; 12 Rue De L'aurore;78100;Saint-Germain-en-Laye ;;1.49;;2.21;2.89;1.79;1.25
124; 12 Rue De Nisceville;77570;Château-Landon ;4.65;1.59;1.65;;2.99;2.15;1.35
125; 12 Rue Du General De Gaulle 0;58000;Nevers ;5.26;2.01;2.01;2.95;3.38;2.2;1.52
126; 12 Rue Faubourg St Denis;75010;Paris ;5.54;2.03;2.16;2.85;;2.32;
127; 12 Rue Gambetta;58600;Fourchambault ;;1.96;1.96;2.76;2.99;2.12;1.33
128; 12 Rue Leon Blum;76300;Sotteville-lès-Rouen ;5.09;2.16;1.84;2.67;3.1;2.32;1.27
129; 12 Rue Louis Mehu;29120;Plomeur ;4.65;1.59;1.55;;2.95;1.99;
130; 12-14 Rue D'ariane;77700;Chessy ;6.5;1.96;2.09;;3.58;2.25;1.6
131; 120 B R.Du 14juillet;17740;Sainte-Marie-de-Ré ;4.99;;1.8;2.65;3.06;2.29;1.26
132; 121 Rue Henri Bantegnies;59233;Maing ;4.76;1.52;1.7;2.42;;2.08;1.22
133; 122 Boulevard Wilson;06160;Juan Les Pins ;5.26;;2.03;2.95;3.38;2.2;1.52
134; 122 Rue De La Convention;75015;Paris ;5.39;1.96;;2.85;;;
135; 123 Av Felix Faure;75015;Paris ;5.54;;2.16;2.85;3.66;;1.64
136; 126 Boulevard De Plymouth Cc Iroise;29200;Brest ;;1.49;1.55;2.39;2.89;2.15;
137; 126 Chemin De Rosiere;38300;Ruy-Montceau ;4.65;1.49;1.55;;2.89;1.99;1.25
138; 126 Rue Jean Monnet Les Pres Pisieux;77120;Mouroux ;4.65;1.59;;;2.99;;1.25
139; 127 Route De Grasse;06600;Antibes ;4.65;1.65;1.65;2.28;2.99;2.39;1.35
140; 127-129 R De Lille;59300;Valenciennes ;5.13;2.14;1.82;;3.25;2.21;
141; 127/131rue Chem/Vert;75011;Paris ;5.54;2.03;2.16;2.85;3.66;;1.64
142; 128-142 Rue Fondaudege;33000;Bordeaux ;;1.65;1.65;2.33;2.99;2.59;1.39
143; 12b Rue Sadi Carnot;76710;Montville -Carnot ;4.99;2.14;1.52;2.57;3.06;2.29;1.26
144; 12p De Maire Fouche;78790;Septeuil ;5.32;1.88;2.04;2.61;3.13;2.17;1.3
145; 13 Allee Des Soudanes;78430;Louveciennes ;5.54;2.03;2.16;2.85;3.66;2.32;1.64
146; 13 Avenue Jean Moulin;27190;Conches-en-Ouche ;4.65;1.59;1.55;;2.93;2.09;1.34
147; 13 Bis Rue De Trepail 0;51150;Bouzy ;5.65;1.95;;3.05;;2.65;
148; 13 Place Annapurna;74000;Annecy ;5.26;2.01;1.98;;3.38;2.2;1.52
149; 13 Quai De Marne;51200;Épernay ;4.6;1.59;1.59;;2.99;2.15;1.29
150; 13 Rue Bellecombe;69100;Villeurbanne ;5.26;2.01;1.98;2.95;3.38;2.2;1.52
151; 13 Rue De L'eglise;35800;Saint-Lunaire ;;2.21;;;3.17;;1.51
152; 13 Rue De Saget Quai De Paludate;33800;Bordeaux ;4.65;1.59;1.55;2.21;2.99;4.3;1.25
153; 13 Rue Des Cygnes 0;57100;Thionville ;4.65;1.59;1.54;2.21;2.99;2.29;1.25
154; 13 Rue General Bares;31000;Toulouse ;5.68;2.07;2.2;2.9;3.6;2.45;1.58
155; 13 Rue Paul Lafargue;92800;Puteaux ;5.13;2.03;2.16;2.85;3.66;2.32;1.64
156; 13-15 R. Saint Denis;92700;Colombes ;6.5;1.97;1.93;2.86;3.32;;1.51
157; 13-15 Rue D/La Barre;71000;Mâcon ;5.58;2.01;;3.16;3.58;2.4;
158; 13-17 Rue Du 501eme Ri;37000;Tours ;4.65;1.59;1.39;2.21;2.95;1.99;1.25
159; 130 Place Du General De Gaulle;62215;Oye-Plage ;5.01;2.07;1.76;2.87;2.99;2.13;1.28
160; 130 Rue Du Grand But;59160;Lomme ;4.6;1.49;1.55;2.39;2.99;2.15;1.25
161; 130 Voie Des Contamines;38890;St Chef En Daup ;;1.75;;;;2.35;
162; 131 Rue Du General De Gaulle;78300;Poissy ;5.39;1.96;2.09;2.85;2.99;2.25;1.6
163; 132 Cours Victor Hugo;33000;Bordeaux ;4.79;1.65;1.54;2.33;2.99;4.3;
164; 1326 Avenue De L'europe;34170;Castelnau-le-Lez ;4.65;1.59;1.39;2.21;2.99;4.18;1.25
165; 133 Rue De La Republique;69330;Meyzieu ;;1.59;1.55;;;2.09;1.25
166; 134 Avenue De Geneve;74000;Annecy ;;1.59;1.59;;2.99;2.29;1.35
167; 134 Avenue Gallieni;10300;Sainte-Savine ;5.15;1.79;1.9;;3.05;2.4;1.29
168; 135route De La Reine;92100;Boulogne-Billancourt ;5.54;2.03;2.16;2.85;3.66;2.32;1.64
169; 136 Bis Boulevard Gambetta Bp 71035;06000;Nice ;;2.01;2.03;2.95;3.38;2.2;1.52
170; 136 Boulevard Joliot Curie;69200;Vénissieux ;;1.49;1.55;;2.99;1.99;1.25
171; 136 Rue Lamarck;75018;Paris ;;;;;;;
172; 137 Rue Falguiere;75015;Paris ;5.54;2.03;;;;2.32;1.64
173; 137 Rue Pierre Mauroy;59000;Lille ;5.48;2.24;;;;2.5;1.44
174; 138 Bis Route De Seysses;31100;Toulouse ;4.65;1.59;1.55;;2.95;1.99;1.25
175; 138 Rue Roger Salengro;62720;Rinxent ;4.85;;1.7;2.8;2.97;2.08;
176; 139 Route De Corbeil;91700;Sainte-Geneviève-des-Bois ;4.6;1.59;1.55;2.29;2.99;2.15;
177; 13avenue De Chablis;89144;Ligny-le-Châtel ;5.27;1.84;1.99;2.58;2.99;2.12;1.35
178; 13bd Alsace Lorraine;64000;Pau ;5.1;1.9;2.02;;3.18;;1.39
179; 14 Bis Rue Bateliers;93400;Saint-Ouen -Bat ;5.51;1.84;;;3.58;2.25;1.6
180; 14 Boulevard Clemenceau;18000;Bourges ;5.09;2.16;1.84;2.67;3.1;2.32;1.27
181; 14 Cours Camille Claudel Zac De La Morinais;35136;Saint-Jacques-de-la-Lande ;4.65;1.59;1.39;;2.99;2.09;1.25
182; 14 Place De La Fontaine Centre Cial Garros;32000;Auch ;5.53;2.07;;2.8;3.48;;
183; 14 Place Sebastopol;59000;Lille ;5.13;2.14;1.82;2.98;;2.21;1.3
184; 14 Rue Closchebey Cc St Jacques;56370;Sarzeau ;5.72;2.33;2.02;;;;
185; 14 Rue Des Argouges;38000;Grenoble ;;1.96;1.91;2.76;3.08;2.12;1.33
186; 14 Rue Du General Ingold;88230;Fraize ;4.75;1.59;1.59;2.21;2.99;2.29;1.29
187; 14 Rue Guillaume Grootaers;44300;Nantes ;5.21;;1.84;;3.17;2.38;1.51
188; 14 Rue Jean Grimaud;56230;Questembert ;4.65;1.49;1.39;2.39;2.89;;1.25
189; 14 Rue Montcornet;02340;Lislet ;4.65;1.59;1.45;;2.99;2.15;1.25
190; 14 Rue Rene Lanoy;62210;Avion ;4.65;;1.59;;2.99;2.29;1.25
191; 140 Allee De Seville;30000;Nîmes ;4.65;1.59;1.59;2.21;2.99;2.29;1.25
192; 140 Rue De Nantes;35000;Rennes ;;2.33;2.02;;3.49;;1.68
193; 140 Rue Jean Jaures;59286;Roost-Warendin ;4.65;;1.55;2.45;2.99;2.15;1.25
194; 141 Avenue Jean Jaures 0;51100;Reims ;5.19;1.79;1.95;3.0;3.2;;1.3
195; 141 B Route Du Plan;74110;Morzine ;;1.59;1.55;2.45;2.99;2.09;
196; 142 Rue De Malakoff;75016;Paris ;5.07;1.97;;;;2.15;1.51
197; 142 Rue Du Commerce;69460;Le Perréon ;4.99;1.96;1.96;;;2.12;
198; 144 Avenue De Paris;71100;Chalon-sur-Saône ;;1.59;1.55;;;2.15;1.25
199; 144 Avenue Garossos;31700;Beauzelle ;4.65;1.49;1.55;;2.89;1.99;1.25
200; 144 Route De Eecke;59114;Terdeghem ;4.65;1.59;1.55;;2.99;2.15;1.25
201; 1454 Avenue Justice De Castelnau;34090;Montpellier ;4.65;1.59;1.55;2.21;;2.15;1.25
202; 147 Chaussee St Pierre;80000;Amiens ;5.13;2.14;1.82;2.98;3.25;2.21;1.3
203; 149 Route Du Tram;74270;Frangy ;;1.93;1.83;2.72;2.99;2.07;1.3
204; 149 Rue De Charonne;75011;Paris ;5.09;2.03;2.16;;3.66;2.32;1.64
205; 15 Avenue Du Berry;23230;Gouzon ;4.65;1.49;;;2.89;;
206; 15 Avenue Georges Pompidou;46100;Figeac ;4.65;1.59;1.55;;;;1.25
207; 15 Avenue Guillaume De Villaret Lieu Dit Lahoueille;40240;Saint-Justin ;4.87;1.87;1.99;;2.92;2.2;1.25
208; 15 Bis R Sadi Carnot;59177;Sains-du-Nord ;;2.07;;;2.99;2.13;
209; 15 Boulevard Du General Delfino Cc Tnl;06300;Nice ;;1.49;1.55;2.29;2.99;1.99;1.25
210; 15 Route De St Pee Sur Nivelle;64250;Souraïde ;5.68;207.0;220.0;;;245.0;
211; 15 Rue Des Resistants;59148;Flines-lez-Raches ;;2.0;1.7;2.8;2.99;2.08;1.22
212; 15 Rue Marie Curie Za St Campin Saint Martin La Pallu;86380;Vendeuvre Du Poitou ;4.99;2.14;1.8;;2.99;2.29;1.26
213; 15-17 Avenue Louis Georgeon;94230;Cachan ;4.79;1.89;1.69;2.21;3.35;;1.49
214; 15-17 Bd General Leclerc Quartier Chemin De L'ile;92000;Nanterre ;4.65;1.59;;2.35;;2.29;1.25
215; 150 Rue De La Loire;44521;Oudon ;5.72;2.33;;;3.49;;
216; 151 Rue Chartreuse Zi Levatel;38140;Rives S/Fures ;;1.49;1.55;;;1.99;1.25
217; 151 Rue Du Faubourg De Roubaix;59000;Lille ;5.02;;;;3.2;2.16;1.27
218; 152 Route Nationale;41260;La Chaussée-Saint-Victor ;4.65;1.49;1.55;2.21;2.89;1.99;1.25
219; 152 Rue Lafayette;75010;Paris ;5.54;2.03;2.16;2.85;3.66;;1.64
220; 153 Route De L'empereur;92500;Rueil-Malmaison ;;2.03;2.16;;3.66;2.32;
221; 154 Rue St Charles;75015;Paris ;5.54;2.03;2.16;;3.66;2.32;1.64
222; 156 Rue Joliot Curie;69160;Tassin-la-Demi-Lune ;4.99;1.96;1.96;;3.08;2.12;1.33
223; 158 Rue Ambroise Croizat;59450;Sin-le-Noble ;4.65;1.59;1.55;;2.99;2.09;1.25
224; 16 Av Marechal Foch;64100;Bayonne ;;2.07;;;;;
225; 16 Avenue De Marboz;01000;Bourg-en-Bresse ;4.65;1.59;1.43;2.39;2.95;1.99;1.25
226; 16 Avenue Du General De Gaulle Vertus;51130;Blancs-Coteaux ;4.65;1.59;1.59;;2.99;2.15;1.25
227; 16 Avenue Du General Leclerc;19100;Brive-la-Gaillarde ;5.1;1.9;2.02;2.58;3.18;2.2;1.39
228; 16 Avenue Theophile Gautier;75016;Paris ;5.54;2.03;2.16;;3.66;2.32;1.64
229; 16 Boulevard Charles De Gaulle;51420;Witry-lès-Reims ;4.65;1.59;1.55;;2.99;;1.25
230; 16 Chemin Du Chardonnet;63960;Veyre-Monton ;4.99;1.96;1.96;;2.99;2.12;1.33
231; 16 Place Des Douves;44190;Clisson ;5.54;2.33;2.02;;3.37;2.53;1.39
232; 16 Route De Cernay;51100;Reims ;;1.59;1.55;2.29;;2.29;
233; 16 Route Nationale (Rn25) Zac Vallee St Ladre;80000;Amiens ;4.6;1.49;1.59;2.39;2.99;2.15;1.25
234; 16 Rue D'epernon;78550;Maulette ;4.65;1.59;1.55;2.21;;2.15;1.25
235; 16 Rue Des Fourches;25530;Vercel-Villedieu-Cam ;4.6;1.95;2.1;;3.39;;
236; 16 Rue Du 2 Septembre 1944;02450;La Neuville-lès-Dorengt ;5.01;2.07;1.87;;;2.13;1.28
237; 16 Rue Du 6 Juin;61100;Flers ;5.21;2.21;1.89;;3.17;2.38;1.3
238; 16 Rue Fernand Christ;02000;Laon ;4.65;1.59;1.45;;2.99;2.09;
239; 16 Rue Pierre Bachelet;62460;Divion ;4.65;1.59;1.59;;2.99;2.29;
240; 16 Vieille Route De Salindres;30340;Saint-Privat-des-Vieux ;4.65;;1.39;2.21;2.99;2.15;1.25
241; 160 Rue Du Rouet;13008;Marseille ;4.79;1.65;1.65;;2.99;2.29;
242; 161 Av De Verdun;92190;Meudon ;5.54;2.03;2.16;2.85;;2.32;1.64
243; 161 Avenue Des Lacs;74950;Scionzier ;;1.59;;2.45;2.99;2.15;1.25
244; 162 Rue Alfred Maes;62300;Lens ;4.65;1.65;1.65;2.45;2.95;2.29;1.35
245; 163 Route De Paris Sud;62280;Saint-Martin-Boulogne ;4.65;;1.45;;2.99;2.09;
246; 163 Rue De La Republique;76320;Caudebec-lès-Elbeuf ;5.21;2.21;1.89;;3.17;;
247; 164 Avenue Victor Hugo;26000;Valence ;5.26;2.01;2.03;2.8;3.38;2.2;1.52
248; 164 Route Du Plan De La Tour Cc Le Preconil;83120;Sainte-Maxime ;4.6;1.59;1.55;2.26;2.59;1.75;1.25
249; 165 Route Nationale 7;38150;Salaise-sur-Sanne ;;1.49;1.55;;;2.15;1.25
250; 165 Rue De France;06000;Nice -France 165 ;5.26;2.01;2.03;;3.38;2.2;1.52
251; 166 Boulevard Massena;75013;Paris ;5.55;2.03;2.16;;3.66;2.31;
252; 168 Rue D'arnage;72100;Le Mans ;4.65;1.49;1.39;;2.89;1.99;1.25
253; 169 Route De Lyon;03000;Moulins ;4.6;1.49;;;2.89;1.89;1.25
254; 169 Rue De Stalingrad;69400;Villefranche-sur-Saône ;4.65;1.59;1.55;;;2.15;1.25
255; 17 Allee Edmond Rost;64250;Cambo-les-Bains ;4.6;2.07;1.76;;2.99;2.13;1.28
256; 17 Avenue Maginot;01000;Bourg-en-Bresse ;5.77;2.02;1.92;2.83;3.72;;1.31
257; 17 Boulevard Saint Martin;75003;Paris ;5.54;2.03;2.16;;3.66;2.32;1.64
258; 17 Place De L'europe;77700;Bailly-Romainvilliers ;4.65;1.65;;;2.99;2.59;1.35
259; 17 Rue De La Liberation Route De Combourg;35540;Miniac-Morvan ;4.99;1.9;1.8;;3.06;2.29;
260; 17 Rue De Normandie 0;50200;Coutances ;4.99;2.14;1.8;2.65;3.06;2.29;
261; 17 Rue Des Clercs;57000;Metz ;;1.85;1.99;3.09;3.29;2.5;1.35
262; 17 Rue Du General Leclerc;45120;Châlette-sur-Loing ;4.65;1.59;;;2.95;;
263; 17-19 Rue Van Marcke;80000;Amiens ;5.13;2.14;1.82;2.48;3.25;2.21;
264; 170 Avenue D'auenwald Route De Vienne;38270;Beaurepaire ;4.79;1.65;1.46;2.49;2.99;2.29;1.29
265; 170 Avenue Emile Normandin;17000;La Rochelle ;4.99;2.14;1.56;2.65;2.99;2.29;1.26
266; 172 Rue Jules Ferry;33200;Bordeaux ;;1.65;1.65;;2.99;2.39;1.35
